2	4	1	RR	0.23625000000000002	75.39338309461368	24.606616905386318	5.505118615170761	0.0	0.0	0
2	4	2	RR	0.24062500000000003	76.65737845471051	23.34262154528949	5.435827234258243	0.0	0.0	0
2	4	4	RR	0.24500000000000002	77.46410799542734	22.53589200457266	5.391602859973427	0.0	0.0	0
2	4	8	RR	0.249375	77.73266760809629	22.267332391903707	5.376880601485282	0.0	0.0	0
2	4	16	RR	0.25375000000000003	77.84530293860534	22.154697061394657	5.370706007940957	0.0	0.0	0
2	8	1	RR	0.18812500000000001	81.7446280331863	18.255371966813698	5.943994746987582	0.0	0.0	0
2	8	2	RR	0.19031250000000002	82.90503577278655	17.094964227213453	5.815080907143022	0.0	0.0	0
2	8	4	RR	0.1925	83.301597133338	16.698402866661993	5.771025489397977	0.0	0.0	0
2	8	8	RR	0.1946875	83.48911089442853	16.510889105571465	5.7501939160286	0.0	0.0	0
2	8	16	RR	0.19687500000000002	83.2568357839164	16.7431642160836	5.775998187557119	0.0	0.0	0
2	16	1	RR	0.16406250000000003	85.77063259598945	14.229367404010546	6.869481073027624	0.0	0.0	0
2	16	2	RR	0.16515625	87.1527216339081	12.8472783660919	6.569160823586333	0.0	0.0	0
2	16	4	RR	0.16625	87.23436402433367	12.765635975666328	6.551420386910476	0.0	0.0	0
2	16	8	RR	0.16734375	87.24708751375064	12.752912486249357	6.54865564353242	0.0	0.0	0
2	16	16	RR	0.16843750000000002	87.16783077759075	12.832169222409249	6.565877690824892	0.0	0.0	0
2	32	1	RR	0.15203125	88.13191131379993	11.868088686200068	8.821662532351338	0.0	0.0	0
2	32	2	RR	0.152578125	90.0872804153153	9.912719584684694	7.980543118476934	0.0	0.0	0
2	32	4	RR	0.153125	90.17611051460577	9.823889485394233	7.94233206103939	0.0	0.0	0
2	32	8	RR	0.153671875	90.15563254779114	9.844367452208857	7.951140840635584	0.0	0.0	0
2	32	16	RR	0.15421875000000002	90.05739365293721	9.942606347062792	7.9933991751848925	0.0	0.0	0
2	64	1	RR	0.146015625	88.82891922132752	11.171080778672476	13.279872668207755	0.0	0.0	0
2	64	2	RR	0.1462890625	91.55292002175818	8.447079978241817	10.941763752678344	0.0	0.0	0
2	64	4	RR	0.1465625	91.89338489158956	8.106615108410438	10.649530377617866	0.0	0.0	0
2	64	8	RR	0.1468359375	91.92776958870829	8.072230411291713	10.620016742057123	0.0	0.0	0
2	64	16	RR	0.14710937500000001	91.88408411286072	8.11591588713928	10.657513574122001	0.0	0.0	0
512	4	1	RR	51.52	94.36907403671576	5.630925963284241	4.4648839191773355	81.8206787109375	42.154013671875006	107244
512	4	2	RR	52.64000000000001	94.52184621074574	5.478153789254264	4.456509050694642	80.71136474609375	42.486462402343754	105790
512	4	4	RR	53.760000000000005	94.54265012440321	5.45734987559679	4.455368594051194	80.21316528320312	43.12259765625	105137
512	4	8	RR	54.88	94.54328054602918	5.45671945397082	4.455334034758968	80.20172119140625	44.01470458984375	105122
512	4	16	RR	56.00000000000001	94.54391096765517	5.456089032344835	4.4552994754667425	80.19180297851562	44.90740966796876	105109
512	8	1	RR	43.68000000000001	96.26496783231673	3.735032167683272	4.330878343611523	79.656982421875	34.794169921875	52204
512	8	2	RR	44.24	96.39054156393735	3.6094584360626527	4.3169279093164175	78.22265625	34.605703125000005	51264
512	8	4	RR	44.800000000000004	96.41643056062985	3.5835694393701516	4.314051808218967	77.47802734375	34.710156250000004	50776
512	8	8	RR	45.36000000000001	96.41812423331068	3.581875766689322	4.313863652072405	77.44293212890625	35.128114013671876	50753
512	8	16	RR	45.92	96.41957595275137	3.580424047248627	4.313702375375352	77.43072509765625	35.556188964843756	50745
512	16	1	RR	39.760000000000005	97.53270334389205	2.4672966561079477	4.313648616476335	76.580810546875	30.448530273437502	25094
512	16	2	RR	40.040000000000006	97.63846734967065	2.3615326503293517	4.290666687146247	74.609375	29.87359375	24448
512	16	4	RR	40.32000000000001	97.67213158208638	2.3278684179136206	4.283351636958475	73.42529296875	29.605078125000002	24060
512	16	8	RR	40.6	97.6737220182635	2.326277981736496	4.2830060440362185	73.3123779296875	29.764825439453126	24023
512	16	16	RR	40.88	97.67716796331393	2.3228320366860657	4.282257259371328	73.284912109375	29.958872070312502	24014
512	32	1	RR	37.800000000000004	98.36425321836154	1.6357467816384599	4.42012963574506	72.37548828125	27.3579345703125	11858
512	32	2	RR	37.940000000000005	98.46387575962187	1.536124240378129	4.377276113385198	69.59228515625	26.403312988281254	11402
512	32	4	RR	38.080000000000005	98.50234112971961	1.4976588702803895	4.360729892251807	67.61474609375	25.747695312500003	11078
512	32	8	RR	38.220000000000006	98.50593861037625	1.4940613896237522	4.359182403944367	67.279052734375	25.71405395507813	11023
512	32	16	RR	38.36000000000001	98.50981282031415	1.4901871796858472	4.357515878074817	67.1875	25.773125000000004	11008
512	64	1	RR	36.82	98.87122367245476	1.1287763275452392	4.660197679151531	65.91796875	24.270996093750004	5400
512	64	2	RR	36.89	98.96874092821771	1.0312590717822872	4.576495073380897	62.07275390625	22.898638916015628	5085
512	64	4	RR	36.96	99.0042529924551	0.9957470075449066	4.5460137776378335	58.8134765625	21.737460937500003	4818
512	64	8	RR	37.03	99.01045351160765	0.9895464883923495	4.540691646635077	57.91015625	21.444130859375	4744
512	64	16	RR	37.1	99.01637218898055	0.9836278110194456	4.5356114306779	57.5439453125	21.348803710937503	4714
1024	4	1	RR	100.80000000000001	94.40563849102278	5.594361508977215	4.462879480228245	90.58952331542969	91.31423950195314	237475
1024	4	2	RR	103.04	94.53340394055544	5.466596059444555	4.4558754636705045	90.14854431152344	92.88906005859376	236319
1024	4	4	RR	105.28000000000002	94.54349068657118	5.456509313428825	4.455322514994893	90.09895324707031	94.85617797851563	236189
1024	4	8	RR	107.52000000000001	94.54391096765517	5.456089032344835	4.4552994754667425	90.09666442871094	96.87193359375001	236183
1024	4	16	RR	109.76	94.54391096765517	5.456089032344835	4.4552994754667425	90.09552001953125	98.8888427734375	236180
1024	8	1	RR	86.24000000000001	96.29666370677204	3.703336293227963	4.32735713572586	89.36920166015625	77.07199951171876	117138
1024	8	2	RR	87.36000000000001	96.4026392259432	3.5973607740567957	4.315583936840974	88.7939453125	77.570390625	116384
1024	8	4	RR	88.48	96.41788228007056	3.5821177199294425	4.313890531521914	88.72222900390625	78.50142822265626	116290
1024	8	8	RR	89.60000000000001	96.41933399951125	3.5806660004887476	4.313729254824861	88.714599609375	79.48828125000001	116280
